=== 内存监控开始 === 1755157778
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755158608,490,15417,917,10,3149,12288,0.00,11.45
1755158609,866,19807,1295,10,3149,12288,4.17,12.05
1755158610,948,20005,1377,10,3153,12288,3.03,12.17
1755158611,1788,21857,2334,10,3435,12288,3.45,13.50
1755158612,2587,28241,3218,14,3777,12288,3.18,14.76
1755158613,2673,29057,3356,57,3901,12288,3.12,14.96
1755158614,2727,29121,3410,57,3977,12288,4.55,15.03
1755158615,2698,29185,3384,60,3911,12288,4.04,15.00
1755158616,2766,29377,3452,60,3935,12288,37.78,15.10
1755158617,2670,29237,3361,66,3943,12288,0.00,14.96
1755158619,2734,29397,3426,66,3989,12288,100.00,15.07
1755158620,2674,29301,3366,66,3943,12288,1.75,14.98
1755158621,2729,29429,3421,66,3943,12288,0.00,15.07
1755158622,2674,29365,3366,66,3943,12288,1.80,14.98
1755158623,2735,29493,3427,66,3943,12288,32.93,15.09
1755158624,2680,29435,3372,66,3943,12288,2.06,14.99
1755158625,2701,29563,3393,66,3943,12288,32.38,15.04
1755158626,2693,29499,3385,66,3943,12288,1.96,15.01
1755158627,2701,29563,3393,66,3943,12288,28.81,15.04
1755158628,2696,29499,3388,66,3943,12288,3.79,15.04
1755158629,2712,29514,3404,66,3943,12288,0.00,15.05
1755158630,2714,29514,3406,66,3943,12288,4.82,15.05
1755158631,2729,29584,3421,66,3943,12288,3.51,15.09
1755158632,2725,29520,3417,66,3943,12288,0.00,15.08
1755158633,2739,29525,3433,68,3951,12288,1.92,15.11
1755158634,2745,29525,3439,68,3951,12288,1.37,15.11
1755158635,2750,29525,3444,68,3951,12288,1.59,15.14
1755158636,2757,29525,3451,68,3951,12288,3.33,15.14
1755158637,2760,29525,3454,68,3951,12288,1.13,15.16
1755158638,2761,29525,3454,68,3951,12288,2.02,15.14
1755158639,2761,29525,3455,67,3951,12288,1.86,15.15
1755158640,2817,29525,3510,67,3951,12288,1.92,15.24
1755158641,2767,29531,3460,67,3951,12288,2.04,15.17
1755158642,2832,29659,3526,67,3953,12288,42.97,15.28
1755158643,2768,29531,3461,67,3951,12288,2.27,15.19
1755158644,2832,29595,3525,67,3951,12288,4.26,15.28
1755158646,2767,29531,3461,68,3951,12288,1.13,15.20
1755158647,2776,29595,3470,68,3953,12288,3.03,15.20
1755158648,2768,29531,3462,68,3953,12288,1.52,15.18
1755158649,2737,29557,3435,71,3953,12288,100.00,15.14
1755158650,2742,29505,3440,71,3953,12288,3.05,15.18
1755158651,2752,29601,3454,76,3955,12288,41.94,15.18
1755158652,2755,29549,3457,76,3955,12288,2.08,15.19
1755158653,2764,29613,3484,94,3955,12288,40.28,15.22
1755158654,2758,29549,3478,94,3955,12288,1.27,15.22
1755158655,2759,29549,3480,94,3955,12288,1.01,15.21
1755158656,2759,29549,3480,94,3955,12288,22.22,15.21
1755158657,2761,29549,3486,99,3955,12288,2.52,15.24
1755158658,2761,29549,3486,99,3955,12288,1.64,15.23
1755158659,2761,29549,3487,100,3955,12288,1.56,15.23
=== 内存监控开始 === 1755162480
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755162481,487,15417,909,10,3149,12288,0.00,12.26
1755162482,869,19814,1292,10,3149,12288,1.23,12.87
1755162483,947,20019,1370,10,3153,12288,2.08,12.98
1755162484,1715,21666,2239,10,3405,12288,4.57,14.18
1755162485,2471,23712,3089,10,3807,12288,2.66,15.37
1755162486,2733,29164,3409,57,3901,12288,4.30,15.85
1755162487,2771,29164,3447,57,3901,12288,0.00,15.86
1755162488,2672,29226,3357,66,3945,12288,4.35,15.30
1755162489,2743,29354,3428,66,4021,12288,4.15,15.44
1755162490,2700,29307,3385,66,3945,12288,2.04,15.36
1755162491,2765,29435,3451,66,3983,12288,51.76,15.48
1755162492,2662,29326,3347,66,3945,12288,2.94,15.31
1755162493,2736,29486,3422,66,3979,12288,46.15,15.43
1755162494,2717,29443,3405,68,3953,12288,3.12,15.41
=== 内存监控开始 === 1755162532
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755162533,488,15417,918,10,3149,12288,1.93,11.81
1755162534,864,19807,1296,10,3149,12288,1.15,12.43
1755162535,973,20332,1404,10,3157,12288,2.38,12.58
1755162536,1824,21915,2369,10,3463,12288,3.52,13.93
1755162537,2598,28368,3245,27,3861,12288,2.94,15.15
1755162538,2677,29036,3363,55,3889,12288,4.65,15.34
1755162539,2731,29292,3416,55,3947,12288,19.87,15.41
1755162540,2687,29179,3379,61,3923,12288,2.66,15.39
1755162541,2713,29307,3405,61,4033,12288,3.55,15.43
1755162542,2733,29273,3429,65,3943,12288,2.05,15.45
1755162543,2747,29401,3444,66,3943,12288,53.85,15.47
1755162544,2738,29337,3434,66,3943,12288,2.11,15.46
1755162545,2756,29465,3455,68,3951,12288,22.73,15.51
1755162546,2712,29411,3411,68,3951,12288,3.57,15.45
1755162547,2764,29539,3463,68,3951,12288,41.05,15.51
=== 内存监控开始 === 1755162622
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755162622,488,15417,916,10,3149,12288,0.00,12.53
1755162624,870,19814,1299,10,3149,12288,3.57,13.13
1755162625,967,20204,1397,10,3157,12288,2.35,13.28
1755162626,1779,21800,2318,10,3439,12288,2.53,14.56
1755162627,2584,28151,3210,10,3707,12288,10.00,15.83
1755162628,2689,29133,3372,57,3901,12288,2.03,16.05
1755162629,2752,29133,3435,57,3969,12288,3.32,16.15
1755162630,2669,29218,3362,66,3945,12288,1.25,16.05
1755162631,2736,29378,3428,66,3981,12288,48.36,16.14
1755162632,2686,29282,3379,66,3945,12288,3.85,16.06
1755162633,2719,29410,3411,66,4001,12288,33.86,16.10
1755162634,2671,29348,3365,68,3953,12288,1.39,16.05
1755162635,2724,29476,3419,68,3953,12288,0.00,16.12
=== 内存监控开始 === 1755162639
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755162639,490,15417,917,10,3149,12288,0.00,12.53
1755162640,866,19807,1294,10,3149,12288,2.20,13.13
1755162641,980,20338,1409,10,3157,12288,3.54,13.31
1755162643,1826,21929,2365,10,3453,12288,3.45,14.64
1755162644,2620,28318,3258,22,3851,12288,3.07,15.90
1755162645,2729,29178,3417,62,3923,12288,3.23,16.15
1755162646,2783,29338,3471,62,3923,12288,50.93,16.22
1755162647,2708,29262,3396,62,3923,12288,3.61,16.11
1755162648,2747,29326,3437,64,4013,12288,3.87,16.18
1755162649,2752,29326,3442,64,3931,12288,3.41,16.18
1755162650,2764,29390,3457,68,3949,12288,0.00,16.20
1755162651,2764,29390,3457,68,3949,12288,3.08,16.21
1755162652,2818,29454,3512,68,3949,12288,72.50,16.28
1755162653,2766,29454,3460,68,3949,12288,3.14,16.20
1755162654,2827,29582,3523,70,3961,12288,37.35,16.31
1755162655,2774,29524,3469,70,3961,12288,3.03,16.22
1755162656,2829,29588,3525,70,3961,12288,36.73,16.33
1755162657,2775,29588,3471,70,3961,12288,1.28,16.24
1755162658,2828,29588,3524,70,3961,12288,23.44,16.32
1755162659,2778,29588,3474,70,3961,12288,3.37,16.25
1755162660,2813,29588,3509,70,3965,12288,32.68,16.32
1755162661,2772,29545,3468,70,3961,12288,3.28,16.26
1755162662,2769,29575,3465,70,3961,12288,3.23,16.26
1755162663,2774,29575,3470,70,3961,12288,0.84,16.27
1755162664,2778,29575,3474,70,3961,12288,1.99,16.25
1755162665,2783,29575,3479,70,3961,12288,1.40,16.27
1755162666,2788,29575,3485,70,3961,12288,7.14,16.28
1755162667,2813,29575,3509,70,3961,12288,0.00,16.32
1755162669,2773,29532,3469,70,3961,12288,1.18,16.27
1755162670,2832,29538,3528,70,3961,12288,4.04,16.36
1755162671,2817,29574,3513,70,3961,12288,2.33,16.35
1755162672,2865,29574,3561,70,4087,12288,2.63,16.40
1755162673,2776,29532,3472,70,3961,12288,1.60,16.28
1755162674,2849,29614,3545,70,4023,12288,51.01,16.39
1755162675,2829,29585,3525,70,3961,12288,1.22,16.37
1755162676,2881,29617,3577,70,3975,12288,0.00,16.43
1755162677,2764,29520,3460,70,3961,12288,2.86,16.25
1755162678,2836,29544,3532,70,3963,12288,46.71,16.37
1755162679,2812,29568,3508,70,3963,12288,2.38,16.31
1755162680,2861,29600,3560,73,3963,12288,43.86,16.41
1755162681,2765,29552,3464,73,3963,12288,4.44,16.25
1755162682,2854,29589,3557,77,3965,12288,58.75,16.39
1755162683,2826,29612,3529,77,3965,12288,2.36,16.34
1755162684,2879,29612,3600,95,3965,12288,27.03,16.47
1755162685,2769,29552,3490,95,3965,12288,2.03,16.28
1755162686,2857,29588,3578,96,3969,12288,34.55,16.42
1755162687,2817,29600,3538,96,3965,12288,2.15,16.37
1755162688,2870,29600,3595,99,3965,12288,35.23,16.45
1755162689,2824,29606,3549,99,3965,12288,0.00,16.37
1755162690,2824,29606,3550,100,3965,12288,1.27,16.39
1755162691,2824,29606,3551,100,3965,12288,1.30,16.37
1755162692,2825,29638,3553,102,3967,12288,0.00,16.38
1755162693,2825,29638,3553,102,3967,12288,0.00,16.38
1755162694,2825,29638,3553,102,3967,12288,1.46,16.38
1755162695,2826,29638,3554,102,3967,12288,2.17,16.38
1755162696,2829,29638,3557,102,3967,12288,0.00,16.39
1755162697,2860,29638,3588,102,3967,12288,1.49,16.43
1755162699,2827,29638,3555,102,3967,12288,2.36,16.38
1755162700,2880,29638,3608,102,3967,12288,10.00,16.48
1755162701,2834,29643,3562,102,3967,12288,2.55,16.39
1755162702,2887,29643,3615,102,4065,12288,3.10,16.47
1755162703,2835,29643,3563,102,3967,12288,1.23,16.41
1755162704,2873,29867,3601,102,3967,12288,46.23,16.46
1755162705,2875,30029,3603,102,3967,12288,3.70,16.47
1755162706,2931,30029,3659,102,4063,12288,28.95,16.55
1755162707,2883,30035,3611,102,3967,12288,2.12,16.48
1755162708,2886,30035,3618,106,4063,12288,0.00,16.48
1755162709,2886,30035,3618,106,3969,12288,2.77,16.49
1755162710,2854,30031,3594,115,3979,12288,27.50,16.46
1755162711,2839,30055,3580,115,3979,12288,3.32,16.42
1755162712,2892,30055,3632,115,3979,12288,37.88,16.50
1755162713,2797,30012,3538,115,3979,12288,2.45,16.39
1755162714,2854,30024,3594,115,3979,12288,48.62,16.45
1755162715,2815,30030,3555,115,3979,12288,1.23,16.41
1755162716,2821,30036,3561,115,3979,12288,1.09,16.42
1755162717,2821,30036,3561,115,3979,12288,1.96,16.40
1755162718,2834,30048,3575,115,3979,12288,4.26,16.44
1755162719,2833,30048,3574,115,3979,12288,1.91,16.42
1755162720,2833,30048,3574,115,3979,12288,12.96,16.42
1755162721,2833,30048,3574,115,3979,12288,0.00,16.41
1755162722,2833,30048,3574,115,3979,12288,2.48,16.43
1755162723,2833,30048,3575,115,3979,12288,1.77,16.42
1755162724,2833,30048,3574,115,3979,12288,1.24,16.43
1755162725,2882,30048,3624,115,3979,12288,0.00,16.50
1755162727,2833,30048,3575,115,3979,12288,2.42,16.44
1755162728,2886,30048,3627,115,3979,12288,2.61,16.50
1755162729,2833,30048,3575,115,3979,12288,4.60,16.44
1755162730,2835,30080,3576,115,4019,12288,44.41,16.42
1755162731,2835,30048,3576,115,3979,12288,3.85,16.45
1755162732,2838,30048,3579,115,3979,12288,6.98,16.43
1755162733,2846,30056,3587,115,3979,12288,3.01,16.47
1755162734,2895,30056,3636,115,3979,12288,2.60,16.56
1755162735,2846,30056,3587,115,3979,12288,2.63,16.48
1755162736,2895,30056,3636,115,3979,12288,2.38,16.54
1755162737,2846,30056,3587,115,3979,12288,2.33,16.46
1755162738,2898,30056,3639,115,3979,12288,37.24,16.57
1755162739,2847,30057,3588,115,3979,12288,1.72,16.48
1755162740,2899,30057,3640,115,3979,12288,25.56,16.56
1755162741,2847,30057,3588,115,3979,12288,1.32,16.48
1755162742,2847,30057,3588,115,3979,12288,2.67,16.46
1755162743,2847,30057,3588,115,3979,12288,3.57,16.50
1755162744,2847,30057,3588,115,3979,12288,2.27,16.46
1755162745,2847,30057,3588,115,3979,12288,2.21,16.47
1755162746,2847,30057,3588,115,3979,12288,2.28,16.46
1755162747,2847,30057,3589,115,3979,12288,0.96,16.48
1755162748,2828,30037,3569,115,3979,12288,3.03,16.43
1755162749,2828,30037,3569,115,3979,12288,2.48,16.42
1755162750,2855,30037,3596,115,3979,12288,2.00,16.48
1755162752,2855,30037,3596,115,3979,12288,2.84,16.47
1755162753,2856,30037,3598,115,3979,12288,2.14,16.47
1755162754,2909,30037,3650,115,4061,12288,3.03,16.57
1755162755,2885,30065,3626,115,3979,12288,3.72,16.52
1755162756,2938,30097,3679,115,4061,12288,27.59,16.60
1755162757,2826,30006,3567,115,3979,12288,1.87,16.43
1755162758,2892,30024,3633,115,4023,12288,4.64,16.55
1755162759,2879,30059,3620,115,3979,12288,3.17,16.55
1755162760,2931,30059,3672,115,3979,12288,3.93,16.59
1755162761,2825,30005,3566,115,3979,12288,4.35,16.43
1755162762,2891,30023,3632,115,3979,12288,29.90,16.53
1755162763,2866,30047,3607,115,3979,12288,2.10,16.49
1755162764,2915,30047,3656,115,3979,12288,37.74,16.59
1755162765,2878,30059,3619,115,3979,12288,2.05,16.51
1755162766,2930,30059,3671,115,3979,12288,23.33,16.61
1755162767,2878,30059,3619,115,3979,12288,2.70,16.51
1755162768,2927,30059,3668,115,3979,12288,50.32,16.60
1755162769,2879,30059,3620,115,3979,12288,1.69,16.53
1755162770,2893,30059,3634,115,3979,12288,3.89,16.56
1755162771,2879,30059,3620,115,3979,12288,0.70,16.52
1755162772,2878,30059,3620,115,3979,12288,2.20,16.53
1755162773,2878,30059,3620,115,3979,12288,2.51,16.52
1755162774,2891,30059,3632,115,3979,12288,4.90,16.55
1755162775,2891,30059,3632,115,3979,12288,4.00,16.53
1755162776,2902,30065,3643,115,3979,12288,1.64,16.56
1755162778,2954,30065,3695,115,3979,12288,2.54,16.63
1755162779,2902,30065,3643,115,3979,12288,2.07,16.56
1755162780,2954,30065,3695,115,4045,12288,3.51,16.62
1755162781,2902,30065,3644,115,3979,12288,6.90,16.55
1755162782,2903,30097,3644,115,3999,12288,32.29,16.55
1755162783,2903,30065,3644,115,3979,12288,3.75,16.55
1755162784,2903,30065,3644,115,3979,12288,0.00,16.54
1755162785,2903,30065,3644,115,3979,12288,2.48,16.54
1755162786,2903,30065,3645,115,3979,12288,39.47,16.55
1755162787,2859,30021,3600,115,3979,12288,5.88,16.48
1755162788,2877,30040,3618,115,3979,12288,38.00,16.52
=== 内存监控开始 === 1755162879
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755162880,488,15417,909,10,3149,12288,0.00,12.57
1755162881,864,19807,1287,10,3149,12288,3.70,13.17
1755162882,943,20012,1366,10,3153,12288,1.22,13.29
1755162883,1740,21793,2270,10,3425,12288,4.14,14.55
1755162884,2557,28176,3174,10,3721,12288,14.17,15.82
1755162885,2682,29062,3356,57,3901,12288,1.75,16.10
1755162886,2738,29126,3412,57,3901,12288,3.02,16.16
1755162887,2661,29147,3339,62,3923,12288,1.67,16.07
1755162888,2712,29275,3390,62,3923,12288,20.26,16.13
1755162889,2675,29211,3354,62,3923,12288,1.78,16.09
1755162890,2727,29275,3406,62,3931,12288,36.95,16.17
1755162891,2684,29275,3365,64,3931,12288,1.92,16.09
1755162892,2730,29339,3411,64,3931,12288,80.65,16.16
1755162893,2685,29339,3366,64,3931,12288,1.40,16.10
1755162894,2743,29403,3427,68,3949,12288,44.17,16.21
1755162895,2697,29412,3382,68,3949,12288,2.78,16.13
1755162897,2705,29476,3390,68,3949,12288,42.81,16.14
1755162898,2658,29428,3343,68,3949,12288,0.00,16.07
1755162899,2683,29452,3368,68,3949,12288,0.00,16.11
1755162900,2690,29458,3375,68,3949,12288,2.45,16.14
1755162901,2736,29458,3421,68,3949,12288,22.51,16.21
1755162902,2699,29464,3384,68,3949,12288,1.08,16.16
1755162903,2706,29470,3391,68,3949,12288,0.00,16.16
1755162904,2707,29470,3392,68,3949,12288,0.71,16.17
1755162905,2668,29426,3353,68,3949,12288,2.50,16.12
1755162906,2673,29426,3358,68,3949,12288,2.38,16.11
1755162907,2720,29471,3405,68,3949,12288,0.00,16.18
1755162908,2752,29471,3437,68,3949,12288,3.02,16.23
1755162909,2764,29471,3449,68,3949,12288,2.40,16.27
1755162910,2767,29535,3452,68,4005,12288,3.05,16.27
1755162911,2770,29471,3455,68,3949,12288,1.58,16.28
1755162912,2778,29471,3463,68,4015,12288,60.47,16.29
1755162913,2742,29476,3427,68,3949,12288,2.11,16.24
1755162914,2776,29540,3461,68,3977,12288,70.59,16.28
1755162915,2776,29476,3461,68,3949,12288,1.87,16.29
1755162916,2777,29476,3462,68,3949,12288,4.39,16.28
1755162917,2779,29477,3464,68,3949,12288,4.32,16.29
1755162918,2834,29477,3519,68,3949,12288,3.96,16.36
1755162919,2784,29483,3469,68,3949,12288,1.89,16.29
1755162920,2829,29483,3515,68,3949,12288,30.20,16.36
1755162921,2785,29483,3470,68,3949,12288,3.31,16.30
1755162923,2838,29547,3529,74,3953,12288,34.32,16.37
1755162924,2792,29553,3483,74,3953,12288,2.50,16.31
1755162925,2797,29553,3495,82,3953,12288,32.42,16.33
1755162926,2797,29553,3496,82,3953,12288,2.63,16.34
1755162927,2799,29553,3509,93,3953,12288,37.83,16.35
1755162928,2799,29553,3509,93,3953,12288,0.00,16.36
1755162929,2800,29553,3510,94,3953,12288,5.00,16.37
1755162930,2800,29553,3511,94,3953,12288,1.86,16.36
1755162931,2800,29553,3515,97,3953,12288,2.78,16.37
1755162932,2801,29553,3515,97,3953,12288,1.49,16.39
1755162933,2801,29553,3516,98,3953,12288,2.46,16.37
1755162934,2801,29553,3516,98,3953,12288,5.26,16.36
1755162935,2752,29504,3469,99,3953,12288,4.12,16.30
1755162936,2752,29504,3469,99,3953,12288,0.00,16.29
1755162937,2776,29527,3492,99,3953,12288,0.71,16.35
1755162938,2776,29527,3492,99,4055,12288,12.90,16.33
1755162939,2800,29551,3517,100,3953,12288,2.61,16.36
1755162940,2856,29551,3573,100,4059,12288,9.75,16.46
1755162941,2802,29551,3518,100,3953,12288,1.14,16.39
1755162942,2805,29551,3522,100,3953,12288,3.49,16.37
1755162943,2806,29551,3523,100,3953,12288,1.30,16.39
1755162944,2806,29871,3523,100,3953,12288,42.74,16.39
1755162945,2806,29935,3523,100,3953,12288,0.92,16.39
1755162946,2863,29935,3581,100,3955,12288,34.62,16.46
1755162947,2807,29935,3525,100,3955,12288,3.22,16.38
1755162948,2861,29935,3579,100,3955,12288,37.80,16.47
1755162950,2763,29888,3481,100,3955,12288,2.33,16.32
1755162951,2806,29888,3527,104,3957,12288,45.06,16.37
1755162952,2765,29888,3486,104,3957,12288,0.00,16.30
1755162953,2830,29969,3560,113,3967,12288,27.17,16.42
1755162954,2791,29975,3522,113,3967,12288,0.50,16.36
1755162955,2862,29993,3592,113,3967,12288,0.00,16.46
1755162956,2810,29993,3540,113,3967,12288,2.45,16.39
1755162957,2768,29952,3499,113,3967,12288,2.82,16.32
1755162958,2768,29952,3499,113,3967,12288,2.07,16.33
1755162959,2798,29981,3528,113,3967,12288,8.82,16.36
1755162960,2798,29981,3529,113,3967,12288,2.15,16.36
1755162961,2846,29981,3577,113,3967,12288,2.73,16.45
1755162962,2811,29995,3542,113,3967,12288,9.52,16.39
1755162963,2860,29995,3590,113,4043,12288,3.41,16.47
1755162964,2811,29995,3542,113,3967,12288,2.10,16.40
1755162965,2811,29995,3542,113,3975,12288,43.84,16.40
1755162966,2812,29995,3542,113,3967,12288,2.70,16.40
1755162967,2864,29995,3594,113,3969,12288,34.83,16.46
1755162968,2812,29995,3542,113,3967,12288,9.09,16.39
1755162969,2860,29995,3591,113,3967,12288,15.38,16.47
1755162970,2811,29995,3542,113,3967,12288,4.03,16.41
1755162971,2813,29995,3543,113,3967,12288,5.41,16.39
1755162972,2813,29995,3543,113,3967,12288,2.26,16.41
1755162974,2865,29995,3595,113,3971,12288,35.22,16.47
1755162975,2813,29995,3543,113,3967,12288,1.75,16.40
1755162976,2861,29995,3592,113,3967,12288,37.93,16.48
1755162977,2813,29995,3543,113,3967,12288,1.84,16.39
1755162978,2865,29995,3595,113,3967,12288,37.66,16.48
1755162979,2817,29999,3547,113,3967,12288,1.67,16.40
1755162980,2817,29999,3547,113,3967,12288,5.79,16.44
1755162981,2817,29999,3547,113,3967,12288,1.23,16.41
1755162982,2817,29999,3547,113,3967,12288,2.70,16.42
1755162983,2817,29999,3547,113,3967,12288,0.45,16.41
1755162984,2817,29999,3547,113,3967,12288,4.17,16.40
1755162985,2826,29999,3556,113,3967,12288,2.29,16.42
1755162986,2776,29959,3507,113,3967,12288,0.00,16.33
1755162987,2825,29958,3555,113,3967,12288,8.00,16.41
1755162988,2811,29993,3542,113,3967,12288,3.83,16.38
1755162989,2867,29993,3598,113,3967,12288,3.85,16.49
1755162990,2829,30011,3560,113,3967,12288,0.97,16.41
1755162991,2882,30011,3612,113,4053,12288,3.66,16.51
1755162992,2829,30011,3560,113,3967,12288,0.98,16.44
1755162993,2831,30011,3561,113,3993,12288,6.25,16.42
1755162994,2831,30011,3561,113,3967,12288,1.78,16.44
1755162995,2834,30011,3565,113,4015,12288,3.03,16.43
1755162996,2795,30014,3526,113,3967,12288,0.00,16.37
1755162997,2833,30014,3564,113,3971,12288,16.50,16.42
1755162998,2833,30014,3564,113,3967,12288,2.86,16.45
1755162999,2889,30014,3620,113,3967,12288,34.97,16.53
1755163001,2833,30014,3564,113,3967,12288,2.56,16.43
1755163002,2885,30014,3616,113,3967,12288,38.16,16.51
1755163003,2833,30014,3564,113,3967,12288,2.65,16.43
1755163004,2889,30014,3620,113,3967,12288,32.80,16.50
1755163005,2833,30014,3564,113,3967,12288,4.08,16.41
1755163006,2885,30014,3616,113,3967,12288,34.63,16.50
1755163007,2833,30014,3564,113,3967,12288,1.87,16.42
1755163008,2885,30014,3616,113,3967,12288,16.48,16.50
1755163009,2834,30014,3564,113,3967,12288,1.25,16.44
1755163010,2834,30014,3564,113,3967,12288,2.04,16.42
1755163011,2834,30014,3564,113,3967,12288,1.27,16.45
1755163012,2834,30014,3564,113,3967,12288,2.10,16.43
1755163013,2834,30014,3564,113,3967,12288,2.63,16.44
1755163014,2834,30014,3564,113,3967,12288,3.85,16.42
1755163015,2835,30014,3566,113,3967,12288,7.69,16.42
1755163016,2835,30014,3566,113,3967,12288,1.45,16.44
1755163017,2836,30014,3566,113,4077,12288,2.00,16.42
1755163018,2793,29970,3524,113,3967,12288,3.68,16.37
1755163019,2794,29970,3524,113,4019,12288,61.09,16.36
1755163020,2816,29993,3547,113,3967,12288,4.88,16.39
1755163021,2873,29993,3603,113,3995,12288,74.29,16.48
1755163022,2823,29999,3554,113,3967,12288,2.33,16.40
1755163023,2871,29999,3602,113,3967,12288,3.60,16.48
1755163024,2823,29999,3554,113,3967,12288,4.84,16.39
1755163025,2875,29999,3605,113,3967,12288,42.42,16.47
1755163026,2823,29999,3553,113,3967,12288,3.49,16.40
1755163028,2875,29999,3605,113,3967,12288,0.00,16.47
1755163029,2823,29999,3553,113,3967,12288,1.99,16.39
1755163030,2876,29999,3606,113,3967,12288,5.00,16.47
1755163031,2824,29999,3554,113,3967,12288,0.00,16.40
1755163032,2876,29999,3607,113,3967,12288,0.00,16.48
1755163033,2824,29999,3554,113,3967,12288,8.00,16.41
1755163034,2824,29999,3554,113,3967,12288,3.31,16.42
1755163035,2824,29999,3554,113,3967,12288,1.65,16.41
1755163036,2824,29999,3555,113,3967,12288,0.00,16.40
1755163037,2826,29999,3556,113,3967,12288,1.62,16.40
1755163038,2786,29959,3517,113,3967,12288,3.68,16.33
1755163039,2786,29959,3517,113,3967,12288,2.89,16.36
1755163040,2817,29988,3548,113,3967,12288,2.70,16.42
